CRIM,ZN,INDUS,NOX,RM,AGE,DIS,TAX,PTRATIO,B,LSTAT,month
0.26363,0.0,8.56,0.52,6.229,91.2,2.5451,384.0,20.9,391.23,15.55,2024-03-01
0.10793,0.0,8.56,0.52,6.195,54.4,2.7778,384.0,20.9,393.49,13.0,2024-03-01
0.10084,0.0,10.01,0.547,6.715,81.6,2.6775,432.0,17.8,395.59,10.16,2024-03-01
0.12329,0.0,10.01,0.547,5.913,92.9,2.3534,432.0,17.8,394.95,16.21,2024-03-01
0.22212,0.0,10.01,0.547,6.092,95.4,2.548,432.0,17.8,396.9,17.09,2024-03-01
0.14231,0.0,10.01,0.547,6.254,84.2,2.2565,432.0,17.8,388.74,10.45,2024-03-01
0.17134,0.0,10.01,0.547,5.928,88.2,2.4631,432.0,17.8,344.91,15.76,2024-03-01
0.13158,0.0,10.01,0.547,6.176,72.5,2.7301,432.0,17.8,393.3,12.04,2024-03-01
0.15098,0.0,10.01,0.547,6.021,82.6,2.7474,432.0,17.8,394.51,10.3,2024-03-01
0.13058,0.0,10.01,0.547,5.872,73.1,2.4775,432.0,17.8,338.63,15.37,2024-03-01
0.14476,0.0,10.01,0.547,5.731,65.2,2.7592,432.0,17.8,391.5,13.61,2024-03-01
0.06899,0.0,25.65,0.581,5.87,69.7,2.2577,188.0,19.1,389.15,14.37,2024-03-01
0.07165,0.0,25.65,0.581,6.004,84.1,2.1974,188.0,19.1,377.67,14.27,2024-03-01
0.09299,0.0,25.65,0.581,5.961,92.9,2.0869,188.0,19.1,378.09,17.93,2024-03-01
0.15038,0.0,25.65,0.581,5.856,97.0,1.9444,188.0,19.1,370.31,25.41,2024-03-01
0.09849,0.0,25.65,0.581,5.879,95.8,2.0063,188.0,19.1,379.38,17.58,2024-03-01
0.16902,0.0,25.65,0.581,5.986,88.4,1.9929,188.0,19.1,385.02,14.81,2024-03-01
0.38735,0.0,25.65,0.581,5.613,95.6,1.7572,188.0,19.1,359.29,27.26,2024-03-01
0.25915,0.0,21.89,0.624,5.693,96.0,1.7883,437.0,21.2,392.11,17.19,2024-03-01
0.32543,0.0,21.89,0.624,6.431,98.8,1.8125,437.0,21.2,396.9,15.39,2024-03-01
0.88125,0.0,21.89,0.624,5.637,94.7,1.9799,437.0,21.2,396.9,18.34,2024-03-01
0.34006,0.0,21.89,0.624,6.458,98.9,2.1185,437.0,21.2,395.04,12.6,2024-03-01
1.19294,0.0,21.89,0.624,6.326,97.7,2.271,437.0,21.2,396.9,12.26,2024-03-01
0.59005,0.0,21.89,0.624,6.372,97.9,2.3274,437.0,21.2,385.76,11.12,2024-03-01
0.32982,0.0,21.89,0.624,5.822,95.4,2.4699,437.0,21.2,388.69,15.03,2024-03-01
0.97617,0.0,21.89,0.624,5.757,98.4,2.346,437.0,21.2,262.76,17.31,2024-03-01
0.55778,0.0,21.89,0.624,6.335,98.2,2.1107,437.0,21.2,394.67,16.96,2024-03-01
0.32264,0.0,21.89,0.624,5.942,93.5,1.9669,437.0,21.2,378.25,16.9,2024-03-01
0.35233,0.0,21.89,0.624,6.454,98.4,1.8498,437.0,21.2,394.08,14.59,2024-03-01
0.2498,0.0,21.89,0.624,5.857,98.2,1.6686,437.0,21.2,392.04,21.32,2024-03-01
0.54452,0.0,21.89,0.624,6.151,97.9,1.6687,437.0,21.2,396.9,18.46,2024-03-01
0.2909,0.0,21.89,0.624,6.174,93.6,1.6119,437.0,21.2,388.08,24.16,2024-03-01
1.62864,0.0,21.89,0.624,5.019,100.0,1.4394,437.0,21.2,396.9,34.41,2024-03-01
3.32105,0.0,19.58,0.871,5.403,100.0,1.3216,403.0,14.7,396.9,26.82,2024-03-01
4.0974,0.0,19.58,0.871,5.468,100.0,1.4118,403.0,14.7,396.9,26.42,2024-03-01
2.77974,0.0,19.58,0.871,4.903,97.8,1.3459,403.0,14.7,396.9,29.29,2024-03-01
2.37934,0.0,19.58,0.871,6.13,100.0,1.4191,403.0,14.7,172.91,27.8,2024-03-01
2.15505,0.0,19.58,0.871,5.628,100.0,1.5166,403.0,14.7,169.27,16.65,2024-03-01
2.36862,0.0,19.58,0.871,4.926,95.7,1.4608,403.0,14.7,391.71,29.53,2024-03-01
2.33099,0.0,19.58,0.871,5.186,93.8,1.5296,403.0,14.7,356.99,28.32,2024-03-01
2.73397,0.0,19.58,0.871,5.597,94.9,1.5257,403.0,14.7,351.85,21.45,2024-03-01
1.6566,0.0,19.58,0.871,6.122,97.3,1.618,403.0,14.7,372.8,14.1,2024-03-01
1.49632,0.0,19.58,0.871,5.404,100.0,1.5916,403.0,14.7,341.6,13.28,2024-03-01
1.12658,0.0,19.58,0.871,5.012,88.0,1.6102,403.0,14.7,343.28,12.12,2024-03-01
2.14918,0.0,19.58,0.871,5.709,98.5,1.6232,403.0,14.7,261.95,15.79,2024-03-01
1.41385,0.0,19.58,0.871,6.129,96.0,1.7494,403.0,14.7,321.02,15.12,2024-03-01
3.53501,0.0,19.58,0.871,6.152,82.6,1.7455,403.0,14.7,88.01,15.02,2024-03-01
2.44668,0.0,19.58,0.871,5.272,94.0,1.7364,403.0,14.7,88.63,16.14,2024-03-01
1.22358,0.0,19.58,0.605,6.943,97.4,1.8773,403.0,14.7,363.43,4.59,2024-03-01
1.34284,0.0,19.58,0.605,6.066,100.0,1.7573,403.0,14.7,353.89,6.43,2024-03-01
1.42502,0.0,19.58,0.871,6.51,100.0,1.7659,403.0,14.7,364.31,7.39,2024-03-01
1.27346,0.0,19.58,0.605,6.25,92.6,1.7984,403.0,14.7,338.92,5.5,2024-03-01
1.46336,0.0,19.58,0.605,7.489,90.8,1.9709,403.0,14.7,374.43,1.73,2024-03-01
1.83377,0.0,19.58,0.605,7.802,98.2,2.0407,403.0,14.7,389.61,1.92,2024-03-01
1.51902,0.0,19.58,0.605,8.375,93.9,2.162,403.0,14.7,388.45,3.32,2024-03-01
2.24236,0.0,19.58,0.605,5.854,91.8,2.422,403.0,14.7,395.11,11.64,2024-03-01
2.924,0.0,19.58,0.605,6.101,93.0,2.2834,403.0,14.7,240.16,9.81,2024-03-01
2.01019,0.0,19.58,0.605,7.929,96.2,2.0459,403.0,14.7,369.3,3.7,2024-03-01
1.80028,0.0,19.58,0.605,5.877,79.2,2.4259,403.0,14.7,227.61,12.14,2024-03-01
2.3004,0.0,19.58,0.605,6.319,96.1,2.1,403.0,14.7,297.09,11.1,2024-03-01
2.44953,0.0,19.58,0.605,6.402,95.2,2.2625,403.0,14.7,330.04,11.32,2024-03-01
1.20742,0.0,19.58,0.605,5.875,94.6,2.4259,403.0,14.7,292.29,14.43,2024-03-01
2.3139,0.0,19.58,0.605,5.88,97.3,2.3887,403.0,14.7,348.13,12.03,2024-03-01
0.13914,0.0,4.05,0.51,5.572,88.5,2.5961,296.0,16.6,396.9,14.69,2024-03-01
0.09178,0.0,4.05,0.51,6.416,84.1,2.6463,296.0,16.6,395.5,9.04,2024-03-01
0.08447,0.0,4.05,0.51,5.859,68.7,2.7019,296.0,16.6,393.23,9.64,2024-03-01
0.06664,0.0,4.05,0.51,6.546,33.1,3.1323,296.0,16.6,390.96,5.33,2024-03-01
0.07022,0.0,4.05,0.51,6.02,47.2,3.5549,296.0,16.6,393.23,10.11,2024-03-01
0.05425,0.0,4.05,0.51,6.315,73.4,3.3175,296.0,16.6,395.6,6.29,2024-03-01
0.06642,0.0,4.05,0.51,6.86,74.4,2.9153,296.0,16.6,391.27,6.92,2024-03-01
0.0578,0.0,2.46,0.488,6.98,58.4,2.829,193.0,17.8,396.9,5.04,2024-03-01
0.06588,0.0,2.46,0.488,7.765,83.3,2.741,193.0,17.8,395.56,7.56,2024-03-01
0.06888,0.0,2.46,0.488,6.144,62.2,2.5979,193.0,17.8,396.9,9.45,2024-03-01
0.09103,0.0,2.46,0.488,7.155,92.2,2.7006,193.0,17.8,394.12,4.82,2024-03-01
0.10008,0.0,2.46,0.488,6.563,95.6,2.847,193.0,17.8,396.9,5.68,2024-03-01
0.08308,0.0,2.46,0.488,5.604,89.8,2.9879,193.0,17.8,391.0,13.98,2024-03-01
0.06047,0.0,2.46,0.488,6.153,68.8,3.2797,193.0,17.8,387.11,13.15,2024-03-01
0.05602,0.0,2.46,0.488,7.831,53.6,3.1992,193.0,17.8,392.63,4.45,2024-03-01
0.07875,45.0,3.44,0.437,6.782,41.1,3.7886,398.0,15.2,393.87,6.68,2024-03-01
0.12579,45.0,3.44,0.437,6.556,29.1,4.5667,398.0,15.2,382.84,4.56,2024-03-01
0.0837,45.0,3.44,0.437,7.185,38.9,4.5667,398.0,15.2,396.9,5.39,2024-03-01
0.09068,45.0,3.44,0.437,6.951,21.5,6.4798,398.0,15.2,377.68,5.1,2024-03-01
0.06911,45.0,3.44,0.437,6.739,30.8,6.4798,398.0,15.2,389.71,4.69,2024-03-01
0.08664,45.0,3.44,0.437,7.178,26.3,6.4798,398.0,15.2,390.49,2.87,2024-03-01
0.02187,60.0,2.93,0.401,6.8,9.9,6.2196,265.0,15.6,393.37,5.03,2024-03-01
0.01439,60.0,2.93,0.401,6.604,18.8,6.2196,265.0,15.6,376.7,4.38,2024-03-01
0.01381,80.0,0.46,0.422,7.875,32.0,5.6484,255.0,14.4,394.23,2.97,2024-03-01
0.04011,80.0,1.52,0.404,7.287,34.1,7.309,329.0,12.6,396.9,4.08,2024-03-01
0.04666,80.0,1.52,0.404,7.107,36.6,7.309,329.0,12.6,354.31,8.61,2024-03-01
0.03768,80.0,1.52,0.404,7.274,38.3,7.309,329.0,12.6,392.2,6.62,2024-03-01
0.0315,95.0,1.47,0.403,6.975,15.3,7.6534,402.0,17.0,396.9,4.56,2024-03-01
0.01778,95.0,1.47,0.403,7.135,13.9,7.6534,402.0,17.0,384.3,4.45,2024-03-01
0.03445,82.5,2.03,0.415,6.162,38.4,6.27,348.0,14.7,393.77,7.43,2024-03-01
0.02177,82.5,2.03,0.415,7.61,15.7,6.27,348.0,14.7,395.38,3.11,2024-03-01
0.0351,95.0,2.68,0.4161,7.853,33.2,5.118,224.0,14.7,392.78,3.81,2024-03-01
0.02009,95.0,2.68,0.4161,8.034,31.9,5.118,224.0,14.7,390.55,2.88,2024-03-01
0.13642,0.0,10.59,0.489,5.891,22.3,3.9454,277.0,18.6,396.9,10.87,2024-03-01
0.22969,0.0,10.59,0.489,6.326,52.5,4.3549,277.0,18.6,394.87,10.97,2024-03-01
0.25199,0.0,10.59,0.489,5.783,72.7,4.3549,277.0,18.6,389.43,18.06,2024-03-01
0.13587,0.0,10.59,0.489,6.064,59.1,4.2392,277.0,18.6,381.32,14.66,2024-03-01
0.43571,0.0,10.59,0.489,5.344,100.0,3.875,277.0,18.6,396.9,23.09,2024-03-01
0.17446,0.0,10.59,0.489,5.96,92.1,3.8771,277.0,18.6,393.25,17.27,2024-03-01
0.37578,0.0,10.59,0.489,5.404,88.6,3.665,277.0,18.6,395.24,23.98,2024-03-01
0.21719,0.0,10.59,0.489,5.807,53.8,3.6526,277.0,18.6,390.94,16.03,2024-03-01
0.14052,0.0,10.59,0.489,6.375,32.3,3.9454,277.0,18.6,385.81,9.38,2024-03-01
0.28955,0.0,10.59,0.489,5.412,9.8,3.5875,277.0,18.6,348.93,29.55,2024-03-01
0.19802,0.0,10.59,0.489,6.182,42.4,3.9454,277.0,18.6,393.63,9.47,2024-03-01
0.0456,0.0,13.89,0.55,5.888,56.0,3.1121,276.0,16.4,392.8,13.51,2024-03-01
0.07013,0.0,13.89,0.55,6.642,85.1,3.4211,276.0,16.4,392.78,9.69,2024-03-01
0.11069,0.0,13.89,0.55,5.951,93.8,2.8893,276.0,16.4,396.9,17.92,2024-03-01
0.11425,0.0,13.89,0.55,6.373,92.4,3.3633,276.0,16.4,393.74,10.5,2024-03-01
0.35809,0.0,6.2,0.507,6.951,88.5,2.8617,307.0,17.4,391.7,9.71,2024-03-01
0.40771,0.0,6.2,0.507,6.164,91.3,3.048,307.0,17.4,395.24,21.46,2024-03-01
0.62356,0.0,6.2,0.507,6.879,77.7,3.2721,307.0,17.4,390.39,9.93,2024-03-01
0.6147,0.0,6.2,0.507,6.618,80.8,3.2721,307.0,17.4,396.9,7.6,2024-03-01
0.31533,0.0,6.2,0.504,8.266,78.3,2.8944,307.0,17.4,385.05,4.14,2024-03-01
0.52693,0.0,6.2,0.504,8.725,83.0,2.8944,307.0,17.4,382.0,4.63,2024-03-01
0.38214,0.0,6.2,0.504,8.04,86.5,3.2157,307.0,17.4,387.38,3.13,2024-03-01
0.41238,0.0,6.2,0.504,7.163,79.9,3.2157,307.0,17.4,372.08,6.36,2024-03-01
0.29819,0.0,6.2,0.504,7.686,17.0,3.3751,307.0,17.4,377.51,3.92,2024-03-01
0.44178,0.0,6.2,0.504,6.552,21.4,3.3751,307.0,17.4,380.34,3.76,2024-03-01
0.537,0.0,6.2,0.504,5.981,68.1,3.6715,307.0,17.4,378.35,11.65,2024-03-01
0.46296,0.0,6.2,0.504,7.412,76.9,3.6715,307.0,17.4,376.14,5.25,2024-03-01
0.57529,0.0,6.2,0.507,8.337,73.3,3.8384,307.0,17.4,385.91,2.47,2024-03-01
0.33147,0.0,6.2,0.507,8.247,70.4,3.6519,307.0,17.4,378.95,3.95,2024-03-01
0.44791,0.0,6.2,0.507,6.726,66.5,3.6519,307.0,17.4,360.2,8.05,2024-03-01
0.33045,0.0,6.2,0.507,6.086,61.5,3.6519,307.0,17.4,376.75,10.88,2024-03-01
0.52058,0.0,6.2,0.507,6.631,76.5,4.148,307.0,17.4,388.45,9.54,2024-03-01
0.51183,0.0,6.2,0.507,7.358,71.6,4.148,307.0,17.4,390.07,4.73,2024-03-01
0.08244,30.0,4.93,0.428,6.481,18.5,6.1899,300.0,16.6,379.41,6.36,2024-03-01
0.09252,30.0,4.93,0.428,6.606,42.2,6.1899,300.0,16.6,383.78,7.37,2024-03-01
0.11329,30.0,4.93,0.428,6.897,54.3,6.3361,300.0,16.6,391.25,11.38,2024-03-01
0.10612,30.0,4.93,0.428,6.095,65.1,6.3361,300.0,16.6,394.62,12.4,2024-03-01
0.1029,30.0,4.93,0.428,6.358,52.9,7.0355,300.0,16.6,372.75,11.22,2024-03-01
0.12757,30.0,4.93,0.428,6.393,7.8,7.0355,300.0,16.6,374.71,5.19,2024-03-01
0.20608,22.0,5.86,0.431,5.593,76.5,7.9549,330.0,19.1,372.49,12.5,2024-03-01
0.19133,22.0,5.86,0.431,5.605,70.2,7.9549,330.0,19.1,389.13,18.46,2024-03-01
0.33983,22.0,5.86,0.431,6.108,34.9,8.0555,330.0,19.1,390.18,9.16,2024-03-01
0.19657,22.0,5.86,0.431,6.226,79.2,8.0555,330.0,19.1,376.14,10.15,2024-03-01
0.16439,22.0,5.86,0.431,6.433,49.1,7.8265,330.0,19.1,374.71,9.52,2024-03-01
0.19073,22.0,5.86,0.431,6.718,17.5,7.8265,330.0,19.1,393.74,6.56,2024-03-01
0.1403,22.0,5.86,0.431,6.487,13.0,7.3967,330.0,19.1,396.28,5.9,2024-03-01
0.21409,22.0,5.86,0.431,6.438,8.9,7.3967,330.0,19.1,377.07,3.59,2024-03-01
0.08221,22.0,5.86,0.431,6.957,6.8,8.9067,330.0,19.1,386.09,3.53,2024-03-01
0.36894,22.0,5.86,0.431,8.259,8.4,8.9067,330.0,19.1,396.9,3.54,2024-03-01
0.04819,80.0,3.64,0.392,6.108,32.0,9.2203,315.0,16.4,392.89,6.57,2024-03-01
0.03548,80.0,3.64,0.392,5.876,19.1,9.2203,315.0,16.4,395.18,9.25,2024-03-01
0.01538,90.0,3.75,0.394,7.454,34.2,6.3361,244.0,15.9,386.34,3.11,2024-03-01
0.61154,20.0,3.97,0.647,8.704,86.9,1.801,264.0,13.0,389.7,5.12,2024-03-01
0.66351,20.0,3.97,0.647,7.333,100.0,1.8946,264.0,13.0,383.29,7.79,2024-03-01
0.65665,20.0,3.97,0.647,6.842,100.0,2.0107,264.0,13.0,391.93,6.9,2024-03-01
0.54011,20.0,3.97,0.647,7.203,81.8,2.1121,264.0,13.0,392.8,9.59,2024-03-01
0.53412,20.0,3.97,0.647,7.52,89.4,2.1398,264.0,13.0,388.37,7.26,2024-03-01
0.52014,20.0,3.97,0.647,8.398,91.5,2.2885,264.0,13.0,386.86,5.91,2024-03-01
0.82526,20.0,3.97,0.647,7.327,94.5,2.0788,264.0,13.0,393.42,11.25,2024-03-01
0.55007,20.0,3.97,0.647,7.206,91.6,1.9301,264.0,13.0,387.89,8.1,2024-03-01
0.76162,20.0,3.97,0.647,5.56,62.8,1.9865,264.0,13.0,392.4,10.45,2024-03-01
0.7857,20.0,3.97,0.647,7.014,84.6,2.1329,264.0,13.0,384.07,14.79,2024-03-01
0.57834,20.0,3.97,0.575,8.297,67.0,2.4216,264.0,13.0,384.54,7.44,2024-03-01
0.5405,20.0,3.97,0.575,7.47,52.6,2.872,264.0,13.0,390.3,3.16,2024-03-01
0.09065,20.0,6.96,0.464,5.92,61.5,3.9175,223.0,18.6,391.34,13.65,2024-03-01
0.29916,20.0,6.96,0.464,5.856,42.1,4.429,223.0,18.6,388.65,13.0,2024-03-01
0.16211,20.0,6.96,0.464,6.24,16.3,4.429,223.0,18.6,396.9,6.59,2024-03-01
0.1146,20.0,6.96,0.464,6.538,58.7,3.9175,223.0,18.6,394.96,7.73,2024-03-01
0.22188,20.0,6.96,0.464,7.691,51.8,4.3665,223.0,18.6,390.77,6.58,2024-03-01
0.05644,40.0,6.41,0.447,6.758,32.9,4.0776,254.0,17.6,396.9,3.53,2024-03-01
0.09604,40.0,6.41,0.447,6.854,42.8,4.2673,254.0,17.6,396.9,2.98,2024-03-01
0.10469,40.0,6.41,0.447,7.267,49.0,4.7872,254.0,17.6,389.25,6.05,2024-03-01
0.06127,40.0,6.41,0.447,6.826,27.6,4.8628,254.0,17.6,393.45,4.16,2024-03-01
0.07978,40.0,6.41,0.447,6.482,32.1,4.1403,254.0,17.6,396.9,7.19,2024-03-01
0.21038,20.0,3.33,0.4429,6.812,32.2,4.1007,216.0,14.9,396.9,4.85,2024-03-01
0.03578,20.0,3.33,0.4429,7.82,64.5,4.6947,216.0,14.9,387.31,3.76,2024-03-01
0.03705,20.0,3.33,0.4429,6.968,37.2,5.2447,216.0,14.9,392.23,4.59,2024-03-01
0.06129,20.0,3.33,0.4429,7.645,49.7,5.2119,216.0,14.9,377.07,3.01,2024-03-01
0.01501,90.0,1.21,0.401,7.923,24.8,5.885,198.0,13.6,395.52,3.16,2024-03-01
0.00906,90.0,2.97,0.4,7.088,20.8,7.3073,285.0,15.3,394.72,7.85,2024-03-01
0.01096,55.0,2.25,0.389,6.453,31.9,7.3073,300.0,15.3,394.72,8.23,2024-03-01
0.01965,80.0,1.76,0.385,6.23,31.5,9.0892,241.0,18.2,341.6,12.93,2024-03-01
0.03871,52.5,5.32,0.405,6.209,31.3,7.3172,293.0,16.6,396.9,7.14,2024-03-01
0.0459,52.5,5.32,0.405,6.315,45.6,7.3172,293.0,16.6,396.9,7.6,2024-03-01
0.04297,52.5,5.32,0.405,6.565,22.9,7.3172,293.0,16.6,371.72,9.51,2024-03-01
0.03502,80.0,4.95,0.411,6.861,27.9,5.1167,245.0,19.2,396.9,3.33,2024-03-01
0.07886,80.0,4.95,0.411,7.148,27.7,5.1167,245.0,19.2,396.9,3.56,2024-03-01
0.03615,80.0,4.95,0.411,6.63,23.4,5.1167,245.0,19.2,396.9,4.7,2024-03-01
0.08265,0.0,13.92,0.437,6.127,18.4,5.5027,289.0,16.0,396.9,8.58,2024-03-01
0.08199,0.0,13.92,0.437,6.009,42.3,5.5027,289.0,16.0,396.9,10.4,2024-03-01
0.12932,0.0,13.92,0.437,6.678,31.1,5.9604,289.0,16.0,396.9,6.27,2024-03-01
0.05372,0.0,13.92,0.437,6.549,51.0,5.9604,289.0,16.0,392.85,7.39,2024-03-01
0.14103,0.0,13.92,0.437,5.79,58.0,6.32,289.0,16.0,396.9,15.84,2024-03-01
0.06466,70.0,2.24,0.4,6.345,20.1,7.8278,358.0,14.8,368.24,4.97,2024-03-01
0.05561,70.0,2.24,0.4,7.041,10.0,7.8278,358.0,14.8,371.58,4.74,2024-03-01
0.04417,70.0,2.24,0.4,6.871,47.4,7.8278,358.0,14.8,390.86,6.07,2024-03-01
0.03537,34.0,6.09,0.433,6.59,40.4,5.4917,329.0,16.1,395.75,9.5,2024-03-01
0.09266,34.0,6.09,0.433,6.495,18.4,5.4917,329.0,16.1,383.61,8.67,2024-03-01
0.1,34.0,6.09,0.433,6.982,17.7,5.4917,329.0,16.1,390.43,4.86,2024-03-01
0.05515,33.0,2.18,0.472,7.236,41.1,4.022,222.0,18.4,393.68,6.93,2024-03-01
0.05479,33.0,2.18,0.472,6.616,58.1,3.37,222.0,18.4,393.36,8.93,2024-03-01
0.07503,33.0,2.18,0.472,7.42,71.9,3.0992,222.0,18.4,396.9,6.47,2024-03-01
0.04932,33.0,2.18,0.472,6.849,70.3,3.1827,222.0,18.4,396.9,7.53,2024-03-01
0.49298,0.0,9.9,0.544,6.635,82.5,3.3175,304.0,18.4,396.9,4.54,2024-03-01
0.3494,0.0,9.9,0.544,5.972,76.7,3.1025,304.0,18.4,396.24,9.97,2024-03-01
2.63548,0.0,9.9,0.544,4.973,37.8,2.5194,304.0,18.4,350.45,12.64,2024-03-01
0.79041,0.0,9.9,0.544,6.122,52.8,2.6403,304.0,18.4,396.9,5.98,2024-03-01
0.26169,0.0,9.9,0.544,6.023,90.4,2.834,304.0,18.4,396.3,11.72,2024-03-01
0.26938,0.0,9.9,0.544,6.266,82.8,3.2628,304.0,18.4,393.39,7.9,2024-03-01
0.3692,0.0,9.9,0.544,6.567,87.3,3.6023,304.0,18.4,395.69,9.28,2024-03-01
0.25356,0.0,9.9,0.544,5.705,77.7,3.945,304.0,18.4,396.42,11.5,2024-03-01
0.31827,0.0,9.9,0.544,5.914,83.2,3.9986,304.0,18.4,390.7,18.33,2024-03-01
0.24522,0.0,9.9,0.544,5.782,71.7,4.0317,304.0,18.4,396.9,15.94,2024-03-01
0.40202,0.0,9.9,0.544,6.382,67.2,3.5325,304.0,18.4,395.21,10.36,2024-03-01
0.47547,0.0,9.9,0.544,6.113,58.8,4.0019,304.0,18.4,396.23,12.73,2024-03-01
0.1676,0.0,7.38,0.493,6.426,52.3,4.5404,287.0,19.6,396.9,7.2,2024-03-01
0.18159,0.0,7.38,0.493,6.376,54.3,4.5404,287.0,19.6,396.9,6.87,2024-03-01
0.35114,0.0,7.38,0.493,6.041,49.9,4.7211,287.0,19.6,396.9,7.7,2024-03-01
0.28392,0.0,7.38,0.493,5.708,74.3,4.7211,287.0,19.6,391.13,11.74,2024-03-01
0.34109,0.0,7.38,0.493,6.415,40.1,4.7211,287.0,19.6,396.9,6.12,2024-03-01
0.19186,0.0,7.38,0.493,6.431,14.7,5.4159,287.0,19.6,393.68,5.08,2024-03-01
0.30347,0.0,7.38,0.493,6.312,28.9,5.4159,287.0,19.6,396.9,6.15,2024-03-01
0.24103,0.0,7.38,0.493,6.083,43.7,5.4159,287.0,19.6,396.9,12.79,2024-03-01
0.06617,0.0,3.24,0.46,5.868,25.8,5.2146,430.0,16.9,382.44,9.97,2024-03-01
0.06724,0.0,3.24,0.46,6.333,17.2,5.2146,430.0,16.9,375.21,7.34,2024-03-01
0.04544,0.0,3.24,0.46,6.144,32.2,5.8736,430.0,16.9,368.57,9.09,2024-03-01
0.05023,35.0,6.06,0.4379,5.706,28.4,6.6407,304.0,16.9,394.02,12.43,2024-03-01
0.03466,35.0,6.06,0.4379,6.031,23.3,6.6407,304.0,16.9,362.25,7.83,2024-03-01
0.05083,0.0,5.19,0.515,6.316,38.1,6.4584,224.0,20.2,389.71,5.68,2024-03-01
0.03738,0.0,5.19,0.515,6.31,38.5,6.4584,224.0,20.2,389.4,6.75,2024-03-01
0.03961,0.0,5.19,0.515,6.037,34.5,5.9853,224.0,20.2,396.9,8.01,2024-03-01
0.03427,0.0,5.19,0.515,5.869,46.3,5.2311,224.0,20.2,396.9,9.8,2024-03-01
0.03041,0.0,5.19,0.515,5.895,59.6,5.615,224.0,20.2,394.81,10.56,2024-03-01
0.03306,0.0,5.19,0.515,6.059,37.3,4.8122,224.0,20.2,396.14,8.51,2024-03-01
0.05497,0.0,5.19,0.515,5.985,45.4,4.8122,224.0,20.2,396.9,9.74,2024-03-01
0.06151,0.0,5.19,0.515,5.968,58.5,4.8122,224.0,20.2,396.9,9.29,2024-03-01
0.01301,35.0,1.52,0.442,7.241,49.3,7.0379,284.0,15.5,394.74,5.49,2024-03-01
0.02498,0.0,1.89,0.518,6.54,59.7,6.2669,422.0,15.9,389.96,8.65,2024-03-01
0.02543,55.0,3.78,0.484,6.696,56.4,5.7321,370.0,17.6,396.9,7.18,2024-03-01
0.03049,55.0,3.78,0.484,6.874,28.1,6.4654,370.0,17.6,387.97,4.61,2024-03-01
0.03113,0.0,4.39,0.442,6.014,48.5,8.0136,352.0,18.8,385.64,10.53,2024-03-01
0.06162,0.0,4.39,0.442,5.898,52.3,8.0136,352.0,18.8,364.61,12.67,2024-03-01
0.0187,85.0,4.15,0.429,6.516,27.7,8.5353,351.0,17.9,392.43,6.36,2024-03-01
0.01501,80.0,2.01,0.435,6.635,29.7,8.344,280.0,17.0,390.94,5.99,2024-03-01
0.02899,40.0,1.25,0.429,6.939,34.5,8.7921,335.0,19.7,389.85,5.89,2024-03-01
0.06211,40.0,1.25,0.429,6.49,44.4,8.7921,335.0,19.7,396.9,5.98,2024-03-01
0.0795,60.0,1.69,0.411,6.579,35.9,10.7103,411.0,18.3,370.78,5.49,2024-03-01
0.07244,60.0,1.69,0.411,5.884,18.5,10.7103,411.0,18.3,392.33,7.79,2024-03-01
0.01709,90.0,2.02,0.41,6.728,36.1,12.1265,187.0,17.0,384.46,4.5,2024-03-01
0.04301,80.0,1.91,0.413,5.663,21.9,10.5857,334.0,22.0,382.8,8.05,2024-03-01
0.10659,80.0,1.91,0.413,5.936,19.5,10.5857,334.0,22.0,376.04,5.57,2024-03-01
8.98296,0.0,18.1,0.77,6.212,97.4,2.1222,666.0,20.2,377.73,17.6,2024-03-01
3.8497,0.0,18.1,0.77,6.395,91.0,2.5052,666.0,20.2,391.34,13.27,2024-03-01
5.20177,0.0,18.1,0.77,6.127,83.4,2.7227,666.0,20.2,395.43,11.48,2024-03-01
4.26131,0.0,18.1,0.77,6.112,81.3,2.5091,666.0,20.2,390.74,12.67,2024-03-01
4.54192,0.0,18.1,0.77,6.398,88.0,2.5182,666.0,20.2,374.56,7.79,2024-03-01
3.83684,0.0,18.1,0.77,6.251,91.1,2.2955,666.0,20.2,350.65,14.19,2024-03-01
3.67822,0.0,18.1,0.77,5.362,96.2,2.1036,666.0,20.2,380.79,10.19,2024-03-01
4.22239,0.0,18.1,0.77,5.803,89.0,1.9047,666.0,20.2,353.04,14.64,2024-03-01
3.47428,0.0,18.1,0.718,8.78,82.9,1.9047,666.0,20.2,354.55,5.29,2024-03-01
4.55587,0.0,18.1,0.718,3.561,87.9,1.6132,666.0,20.2,354.7,7.12,2024-03-01
3.69695,0.0,18.1,0.718,4.963,91.4,1.7523,666.0,20.2,316.03,14.0,2024-03-01
13.5222,0.0,18.1,0.631,3.863,100.0,1.5106,666.0,20.2,131.42,13.33,2024-03-01
4.89822,0.0,18.1,0.631,4.97,100.0,1.3325,666.0,20.2,375.52,3.26,2024-03-01
5.66998,0.0,18.1,0.631,6.683,96.8,1.3567,666.0,20.2,375.33,3.73,2024-03-01
6.53876,0.0,18.1,0.631,7.016,97.5,1.2024,666.0,20.2,392.05,2.96,2024-03-01
9.2323,0.0,18.1,0.631,6.216,100.0,1.1691,666.0,20.2,366.15,9.53,2024-03-01
